,IH_MIN,IH_MAX,IH_MEAN,IH_RMS,IH_VAR,IH_STD,IH_POWER,IH_PEAK,IH_P2P,IH_CREST FACTOR,IH_SKEW,IH_KURTOSIS,IH_MAX_f,IH_SUM_f,IH_MEAN_f,IH_VAR_f,IH_PEAK_f,IH_SKEW_f,IH_KURTOSIS_f,IL_MIN,IL_MAX,IL_MEAN,IL_RMS,IL_VAR,IL_STD,IL_POWER,IL_PEAK,IL_P2P,IL_CREST FACTOR,IL_SKEW,IL_KURTOSIS,IL_MAX_f,IL_SUM_f,IL_MEAN_f,IL_VAR_f,IL_PEAK_f,IL_SKEW_f,IL_KURTOSIS_f,Acc_MIN,Acc_MAX,Acc_MEAN,Acc_RMS,Acc_VAR,Acc_STD,Acc_POWER,Acc_PEAK,Acc_P2P,Acc_CREST FACTOR,Acc_SKEW,Acc_KURTOSIS,Acc_MAX_f,Acc_SUM_f,Acc_MEAN_f,Acc_VAR_f,Acc_PEAK_f,Acc_SKEW_f,Acc_KURTOSIS_f
10,-0.031204,0.029461,-0.0015689236085,0.020758012988377216,0.00042843358193632853,0.020698637199978373,0.00043089510322563717,0.031204,0.060665,1.5032267306833114,0.03763010180377387,-1.4378408027576193,0.3776430077323467,0.8617902064512745,0.0004308951032256372,0.00014313862692736328,0.3776430077323467,0.03763010180377387,-1.4378408027576193,-0.28396,0.28305,-0.006843352334999997,0.19978725845982684,0.03986811717171271,0.1996700207134579,0.039914948642893654,0.28396,0.56701,1.4213118603712087,0.03928257047610638,-1.4682259297015097,35.17591949558418,79.82989728578733,0.03991494864289366,1.2417250443081278,35.17591949558418,0.03928257047610638,-1.4682259297015097,-0.00041966,8.7807e-05,-0.00017235018249999996,0.00019286692495428776,7.493065333539552e-09,8.656249380383834e-05,3.7197650741322866e-08,0.00041966,0.0005074669999999999,2.1759044486215844,-0.05046414008280876,-0.3350467010606808,5.940917081556662e-05,7.439530148264573e-05,3.7197650741322866e-08,1.7634723460321666e-12,5.940917081556662e-05,-0.05046414008280876,-0.3350467010606808
11,-0.029381,0.027702,-0.0009418674125000001,0.019878332027713923,0.0003942609699813077,0.019856005891953892,0.00039514808420403714,0.029381,0.057083,1.478041515708545,0.010382372903172017,-1.4752740925477321,0.3503667201599726,0.7902961684080743,0.00039514808420403714,0.0001230058434560338,0.3503667201599726,0.010382372903172017,-1.4752740925477321,-0.26694,0.26784,-0.0004731678970000015,0.19166340448607547,0.036734636731334216,0.191662820419961,0.03673486061919297,0.26784,0.53478,1.3974498716548618,0.007021868104137852,-1.5074252681147513,32.680445228494655,73.46972123838594,0.03673486061919297,1.0701582081611543,32.680445228494655,0.007021868104137852,-1.5074252681147513,-0.00065474,0.00045722,-8.81791095e-05,0.00020843571963568801,3.566989386783415e-08,0.00018886475019927394,4.344544922004713e-08,0.00065474,0.00111196,3.1412082398562964,-0.07098307620942433,-0.03981763208583411,1.888611730490437e-05,8.689089844009428e-05,4.344544922004714e-08,4.847215784221552e-13,1.888611730490437e-05,-0.07098307620942433,-0.03981763208583411
12,-0.0305,0.028627,-0.0013919514375,0.020475598695760218,0.0004173126131454591,0.02042823078843244,0.0004192501419498175,0.0305,0.059127,1.48957793387089,0.0406430102313312,-1.4454169218996498,0.3702139169973898,0.8385002838996347,0.0004192501419498174,0.00013741977423352563,0.3702139169973898,0.0406430102313312,-1.4454169218996498,-0.27508,0.27484,-0.004616118559999998,0.19622022264429662,0.038481067224017354,0.19616591759023114,0.03850237577457733,0.27508,0.54992,1.4018942405271781,0.040583084817200805,-1.4798669443206571,34.18466016430909,77.00475154915468,0.03850237577457734,1.1715217055927374,34.18466016430909,0.040583084817200805,-1.4798669443206571,-0.00065847,0.0004796,-6.297540530000001e-05,0.0001986658002141585,3.5502198502032675e-08,0.000188420270942467,3.946810017473194e-08,0.00065847,0.00113807,3.314460764208938,-0.13466177824124012,-0.07669827187577294,1.8758522208329915e-05,7.893620034946387e-05,3.946810017473194e-08,3.914345053349308e-13,1.8758522208329915e-05,-0.13466177824124012,-0.07669827187577294
13,-0.029639,0.027859,-0.00033436110985,0.01970014719360709,0.00038798400209800516,0.01969730951419521,0.00038809579944978527,0.029639,0.057497999999999994,1.5045065251907443,-0.036037225705899636,-1.4309047851409196,0.34430569148835144,0.7761915988995707,0.0003880957994497853,0.00011888082479262585,0.34430569148835144,-0.036037225705899636,-1.4309047851409196,-0.2696,0.26934,0.005093710874999998,0.19049164451468162,0.03626112073942973,0.19042352989961542,0.03628706662990783,0.2696,0.53894,1.4152851726744442,-0.03776546058970628,-1.466013446029475,32.2214534968524,72.57413325981565,0.03628706662990783,1.0410711263023396,32.2214534968524,-0.03776546058970628,-1.466013446029475,-0.00074056,0.00044229,-0.0001434615448,0.00023670697308953,3.5448976272805074e-08,0.00018827898521291502,5.6030191109207486e-08,0.00074056,0.00118285,3.1285939333941672,-0.01955143717190054,-0.01142888204562631,4.116242967280482e-05,0.00011206038221841497,5.6030191109207486e-08,1.2110765433749608e-12,4.116242967280482e-05,-0.01955143717190054,-0.01142888204562631
14,-0.030369,0.028653,-0.0010400422765000001,0.02047414515667604,0.00041810893195973366,0.020447712144876593,0.00041919061989664097,0.030369,0.059022000000000005,1.4832853712623761,0.014168092544630079,-1.4723133420036254,0.3763481663115294,0.8383812397932817,0.00041919061989664086,0.00014183568997159097,0.3763481663115294,0.014168092544630079,-1.4723133420036254,-0.27683,0.27727,-0.0017746581649999982,0.19742364032693221,0.038972944348335294,0.19741566388798862,0.038976093759937894,0.27727,0.5541,1.404441735249349,0.017252392385952185,-1.500480195843054,35.10160594165732,77.95218751987582,0.03897609375993791,1.233851102216049,35.10160594165732,0.017252392385952185,-1.500480195843054,-0.00045698,0.00014005,-0.00016443024610000002,0.00018664396409171486,7.798663499362774e-09,8.831004189424198e-05,3.4835969331869344e-08,0.00045698,0.00059703,2.44840492015828,0.009226447968426699,-0.011039862308776183,5.407461166501314e-05,6.967193866373869e-05,3.4835969331869344e-08,1.4609591302101643e-12,5.407461166501314e-05,0.009226447968426699,-0.011039862308776183
15,-0.02968,0.027762,-0.0004907356740000005,0.019733736132400533,0.00038917952024147416,0.019727633417150527,0.00038942034174321036,0.02968,0.057442,1.5040233537565573,-0.0410353179688508,-1.4411755167089213,0.3454902220058793,0.7788406834864208,0.00038942034174321036,0.00011965399887593828,0.3454902220058793,-0.0410353179688508,-1.4411755167089213,-0.26893,0.26717,0.004005709064999995,0.19013395124246166,0.03613487370995736,0.19009175076777363,0.03615091941507079,0.26893,0.5361,1.4144238745507185,-0.042214063591657004,-1.473907686835239,32.092490217125366,72.30183883014159,0.036150919415070794,1.0325212992796307,32.092490217125366,-0.042214063591657004,-1.473907686835239,-0.00075176,0.00045348,-0.00013720404429999998,0.00022996938633280167,3.4060968878009014e-08,0.00018455614017964564,5.288591865028538e-08,0.00075176,0.00120524,3.2689568467695334,0.0024657441666696665,0.025533807594336544,3.764989954455272e-05,0.00010577183730057078,5.288591865028539e-08,1.0409330600410298e-12,3.764989954455272e-05,0.0024657441666696665,0.025533807594336544
16,-0.029837,0.027878,-0.0002836673904849998,0.019325020918613302,0.0003733759663164172,0.019322938863341084,0.0003734564335048417,0.029837,0.057715,1.5439569315685377,-0.03582148761536673,-1.4272927029807716,0.3295462765969656,0.7469128670096832,0.0003734564335048416,0.00010900624494242822,0.3295462765969656,-0.03582148761536673,-1.4272927029807716,-0.27057,0.26932,0.0057078126415,0.18703766721772483,0.03495050983309791,0.18695055451401557,0.03498308895824838,0.27057,0.53989,1.4466070071598878,-0.03688960834864834,-1.4626231612671203,30.88985938428859,69.96617791649678,0.034983088958248386,0.9576784665264024,30.88985938428859,-0.03688960834864834,-1.4626231612671203,-0.00071071,0.00044602,-0.00014216865350000002,0.0002369772678790322,3.5946299453407514e-08,0.0001895950934317856,5.615822549141058e-08,0.00071071,0.00115673,2.9990640299000755,-0.10123478880209452,-0.042273684736138684,4.0423852076006136e-05,0.00011231645098282116,5.615822549141058e-08,1.174230899912163e-12,4.0423852076006136e-05,-0.10123478880209452,-0.042273684736138684
17,-0.029864,0.028091,-0.0005321689564999993,0.01992470664409051,0.0003967107310548023,0.019917598526298354,0.0003969939348530646,0.029864,0.057955000000000007,1.4988426446347403,-0.03403134885758384,-1.4455337673798145,0.3518234595114156,0.7939878697061293,0.00039699393485306464,0.0001240809730622588,0.3518234595114156,-0.03403134885758384,-1.4455337673798145,-0.27042,0.2706,0.0036970422350000006,0.19184476955468024,0.036790747484201,0.19180914338008237,0.03680441560548837,0.2706,0.5410200000000001,1.4105153902716783,-0.03558012130344771,-1.4779502726918192,32.647487714723894,73.60883121097675,0.036804415605488375,1.0685228953015862,32.647487714723894,-0.03558012130344771,-1.4779502726918192,-0.00072937,0.00043483,-0.0001464690661,0.00023763330569340313,3.501640065056822e-08,0.00018712669678741251,5.646958797477438e-08,0.00072937,0.0011642,3.069308815410919,-0.061745330026024225,-0.1177212107901151,4.2906374648412336e-05,0.00011293917594954874,5.646958797477437e-08,1.270764948027472e-12,4.2906374648412336e-05,-0.061745330026024225,-0.1177212107901151
18,-0.029463,0.02778,-0.0007719386449999997,0.01993630760296949,0.0003968604715685746,0.019921357171853896,0.00039745636084021917,0.029463,0.057243,1.4778564108637409,-0.015485770545238088,-1.4746372437806181,0.3528855518498987,0.7949127216804381,0.00039745636084021906,0.00012478890613965804,0.3528855518498987,-0.015485770545238088,-1.4746372437806181,-0.26795,0.26817,0.0013499020899999969,0.19231260028373046,0.03698231399223731,0.1923078625335878,0.03698413622788989,0.26817,0.53612,1.3944484116191687,-0.017850510711332777,-1.5041316926413228,32.9065965201337,73.96827245577978,0.03698413622788989,1.0851347556974615,32.9065965201337,-0.017850510711332777,-1.5041316926413228,-0.00065847,0.00056916,-7.18672069e-05,0.00019970282155221195,3.471632150830721e-08,0.00018632316417533062,3.988121693591462e-08,0.00065847,0.00122763,3.297249357229758,-0.016183527271268684,0.05094990898322349,1.814272209501068e-05,7.976243387182924e-05,3.988121693591462e-08,3.9120600855549466e-13,1.814272209501068e-05,-0.016183527271268684,0.05094990898322349
19,-0.029789,0.02808,-0.00024987125750000014,0.01957758584431434,0.00038321943184617245,0.019575991209800143,0.0003832818674914971,0.029789,0.057869000000000004,1.521586994274436,-0.03673213660469861,-1.4247882622644679,0.33730738056247794,0.7665637349829943,0.00038328186749149717,0.00011418199106634455,0.33730738056247794,-0.03673213660469861,-1.4247882622644679,-0.27077,0.27104,0.0056876102299999965,0.1894216813488442,0.035848224454894675,0.1893362734789472,0.03588057336502308,0.27104,0.54181,1.4308816080079303,-0.03825500563004065,-1.4589743981579166,31.593364773596765,71.76114673004616,0.03588057336502308,1.0016558151174033,31.593364773596765,-0.03825500563004065,-1.4589743981579166,-0.00065474,0.00049826,-4.96169433e-05,0.00019295063052204297,3.4768104756418525e-08,0.00018646207323855037,3.7229945818853943e-08,0.00065474,0.001153,3.393303241500429,-0.06054626721988894,-0.12298977528581823,1.8682126515709708e-05,7.445989163770788e-05,3.7229945818853943e-08,3.6821989608195645e-13,1.8682126515709708e-05,-0.06054626721988894,-0.12298977528581823
20,-0.030459,0.028402,-0.0003240035945999997,0.019850236644377923,0.0003939269165084903,0.019847592209345958,0.00039403189483780404,0.030459,0.058861,1.5344401452577514,-0.038260515672043235,-1.432598028873594,0.35000530484925496,0.788063789675608,0.000394031894837804,0.0001228796960482726,0.35000530484925496,-0.038260515672043235,-1.432598028873594,-0.2768,0.27477,0.005327761665499999,0.19249280662495705,0.037025095557988726,0.19241906235606887,0.037053480602353105,0.2768,0.55157,1.437975812464009,-0.03971931617791032,-1.464695508491288,32.91669261293004,74.1069612047062,0.0370534806023531,1.0867611660312437,32.91669261293004,-0.03971931617791032,-1.464695508491288,-0.00045698,8.7807e-05,-0.0001848315628,0.00020389015492691814,7.408488669032337e-09,8.607257791557272e-05,4.157119527612268e-08,0.00045698,0.000544787,2.241304883817459,-0.0920542732877975,-0.051848710800119324,6.832541321418071e-05,8.31423905522454e-05,4.15711952761227e-08,2.332573274608636e-12,6.832541321418071e-05,-0.0920542732877975,-0.051848710800119324
21,-0.029557,0.027713,-0.0004361290245000005,0.01955037940903671,0.0003820271265112753,0.019545514229901327,0.0003822173350372866,0.029557,0.05727,1.5118376672699232,-0.04324345171301577,-1.4353440099790404,0.3389181632137235,0.7644346700745732,0.0003822173350372866,0.00011516036573122639,0.3389181632137235,-0.04324345171301577,-1.4353440099790404,-0.26849,0.26804,0.004541966309999998,0.18865243132752013,0.03556911038782352,0.18859774756826636,0.035589739845784694,0.26849,0.53653,1.4231992564881053,-0.04332080197274053,-1.468868788197622,31.584260090061832,71.17947969156936,0.03558973984578468,1.0001840626162681,31.584260090061832,-0.04332080197274053,-1.468868788197622,-0.00080773,0.00044602,-0.0001473664956,0.00023928800236946516,3.5541864052544343e-08,0.00018852549974086885,5.725874807796916e-08,0.00080773,0.00125375,3.3755557821609865,-0.05805066165317493,0.08740287280069525,4.343376805084964e-05,0.00011451749615593832,5.725874807796916e-08,1.3131385438222765e-12,4.343376805084964e-05,-0.05805066165317493,0.08740287280069525
22,-0.030448,0.028451,-0.0014659348948499998,0.020027841550753836,0.0003989654720661629,0.019974120057368306,0.0004011144371821018,0.030448,0.058899,1.5202836472836962,0.038791251047982304,-1.4368985818327842,0.35588394376701576,0.8022288743642034,0.0004011144371821017,0.00012699218287249493,0.35588394376701576,0.038791251047982304,-1.4368985818327842,-0.27676,0.27572,-0.005296852271999999,0.19367412973013665,0.037481611882734404,0.19360168357412186,0.0375096685267258,0.27676,0.5524800000000001,1.4289982889590587,0.04020529844701952,-1.468932413870735,33.47647805245797,75.01933705345161,0.037509668526725805,1.1235033092490303,33.47647805245797,0.04020529844701952,-1.468932413870735,-0.00046071,8.7807e-05,-0.0001887980855,0.00020782042871144257,7.54461350134247e-09,8.685973463776222e-05,4.318933058980778e-08,0.00046071,0.000548517,2.216865795420397,0.07293045011974521,-0.05197805566206126,7.12894341769306e-05,8.637866117961554e-05,4.318933058980777e-08,2.5393523048939917e-12,7.12894341769306e-05,0.07293045011974521,-0.05197805566206126
23,-0.029403,0.027672,-0.0008957689634999995,0.01977395705890119,0.0003902069757312983,0.01975365727482631,0.0003910093777672682,0.029403,0.057075,1.486955793037101,-0.003388895657602996,-1.4732346274448398,0.34766974168403075,0.7820187555345366,0.0003910093777672683,0.00012113244233782558,0.34766974168403075,-0.003388895657602996,-1.4732346274448398,-0.26785,0.26723,-7.024314099999884e-05,0.19100800895389108,0.03648405455043088,0.19100799603794308,0.036484059484529735,0.26785,0.53508,1.4022972202419972,-0.006230813134627496,-1.5058233039173934,32.552216562150456,72.96811896905953,0.03648405948452976,1.0618707349013539,32.552216562150456,-0.006230813134627496,-1.5058233039173934,-0.0016883,0.0011886,-0.0001224463283,0.0002663927527554953,5.5971995406499074e-08,0.00023658401342123493,7.096509872065046e-08,0.0016883,0.0028769,6.337634873834505,-0.5418703005016439,5.03840938689096,2.998620662830276e-05,0.0001419301974413009,7.096509872065046e-08,8.201552798275442e-13,2.998620662830276e-05,-0.5418703005016439,5.03840938689096
24,-0.030332,0.028544,-0.00036739661193500004,0.02013718773374071,0.00040537134955345613,0.020133835937383025,0.0004055063298239174,0.030332,0.058876,1.5062679258423683,-0.039372323846734794,-1.434258288618134,0.3624473003492648,0.8110126596478349,0.00040550632982391745,0.00013165407525361046,0.3624473003492648,-0.039372323846734794,-1.434258288618134,-0.27648,0.27604,0.005352351575,0.19461368413823849,0.037845838386475664,0.19454006884566394,0.03787448605385806,0.27648,0.55252,1.4206606345502921,-0.03919095579537507,-1.4646106187537251,33.86133883248736,75.74897210771611,0.037874486053858056,1.1491326286000563,33.86133883248736,-0.03919095579537507,-1.4646106187537251,-0.00047937,8.0344e-05,-0.0001831412702,0.00020255448699746565,7.487595352337071e-09,8.653089247394292e-05,4.1028320202806486e-08,0.00047937,0.000559714,2.3666224683830275,0.03853405367804283,0.01821823576513637,6.70814497009388e-05,8.205664040561294e-05,4.102832020280647e-08,2.248412092507231e-12,6.70814497009388e-05,0.03853405367804283,0.01821823576513637
