,IHmean,IHstd,IHskew,IHkurt,IHp5,IHp95,ILmean,ILstd,ILskew,ILkurt,ILp5,ILp95,Accmean,Accstd,Accskew,Acckurt,Accp5,Accp95
10,-0.0015689236085,0.0207038138005845,0.03763010180377387,-1.4378408027576193,-0.03031755,0.0284092,-0.006843352334999997,0.19971995694550373,0.03928257047610638,-1.4682259297015097,-0.2778005,0.27585099999999996,-0.00017235018249999996,8.658414254590593e-05,-0.05046414008280876,-0.3350467010606808,-0.00031518,-3.141145000000017e-05
11,-0.0009418674125000001,0.019860971755703397,0.010382372903172017,-1.4752740925477321,-0.02851295,0.0268522,-0.0004731678970000015,0.1917107541009455,0.007021868104137852,-1.5074252681147513,-0.261461,0.2620615,-8.81791095e-05,0.00018891198410027484,-0.07098307620942433,-0.03981763208583411,-0.0004122,0.00021467
12,-0.0013919514375,0.020433339762074513,0.0406430102313312,-1.4454169218996498,-0.02973315,0.02791995,-0.004616118559999998,0.19621497746784955,0.040583084817200805,-1.4798669443206571,-0.2708145,0.2706805,-6.297540530000001e-05,0.00018846739368196642,-0.13466177824124012,-0.07669827187577294,-0.00038608,0.00024453
13,-0.00033436110985,0.01970223568896629,-0.036037225705899636,-1.4309047851409196,-0.028789199999999997,0.027167,0.005093710874999998,0.19047115364173792,-0.03776546058970628,-1.466013446029475,-0.26429250000000004,0.26479,-0.0001434615448,0.00018832607261773097,-0.01955143717190054,-0.01142888204562631,-0.00046444,0.00017363
14,-0.0010400422765000001,0.020452825990684913,0.014168092544630079,-1.4723133420036254,-0.029598549999999998,0.02779955,-0.0017746581649999982,0.19746503631939405,0.017252392385952185,-1.500480195843054,-0.2712815,0.270946,-0.00016443024610000002,8.83321276872331e-05,0.009226447968426699,-0.011039862308776183,-0.00030772,-2.0404e-05
15,-0.0004907356740000005,0.019732567175741397,-0.0410353179688508,-1.4411755167089213,-0.028808,0.026920149999999997,0.004005709064999995,0.19013929153399592,-0.042214063591657004,-1.473907686835239,-0.26342099999999996,0.2625125,-0.00013720404429999998,0.00018460229652404107,0.0024657441666696665,0.025533807594336544,-0.00043832,0.00017736
16,-0.0002836673904849998,0.01932777141033757,-0.03582148761536673,-1.4272927029807716,-0.028119400000000003,0.0265976,0.0057078126415,0.18699730968656453,-0.03688960834864834,-1.4626231612671203,-0.25908050000000005,0.260181,-0.00014216865350000002,0.00018964250998709288,-0.10123478880209452,-0.042273684736138684,-0.00046817,0.00016261699999999983
17,-0.0005321689564999993,0.01992257979398316,-0.03403134885758384,-1.4455337673798145,-0.0289851,0.0272712,0.0036970422350000006,0.19185711365553043,-0.03558012130344771,-1.4779502726918192,-0.26531299999999997,0.2654265,-0.0001464690661,0.00018717349601205001,-0.061745330026024225,-0.1177212107901151,-0.0004719,0.00016617
18,-0.0007719386449999997,0.019926339379552613,-0.015485770545238088,-1.4746372437806181,-0.0286994,0.0268784,0.0013499020899999969,0.19235595753559864,-0.017850510711332777,-1.5041316926413228,-0.263225,0.262804,-7.18672069e-05,0.00018636976244145253,-0.016183527271268684,0.05094990898322349,-0.00040101,0.0002296
19,-0.00024987125750000014,0.01958088704361679,-0.03673213660469861,-1.4247882622644679,-0.028602199999999998,0.02696135,0.0056876102299999965,0.18938362530499173,-0.03825500563004065,-1.4589743981579166,-0.2632545,0.26348099999999997,-4.96169433e-05,0.00018650870624496623,-0.06054626721988894,-0.12298977528581823,-0.00035996,0.00025199
20,-0.0003240035945999997,0.019852555968885698,-0.038260515672043235,-1.432598028873594,-0.029025150000000003,0.027257899999999998,0.005327761665499999,0.19246718516846464,-0.03971931617791032,-1.464695508491288,-0.2677005,0.267494,-0.0001848315628,8.609410413271948e-05,-0.0920542732877975,-0.051848710800119324,-0.00033011,-4.6524e-05
21,-0.0004361290245000005,0.019550402441614594,-0.04324345171301577,-1.4353440099790404,-0.028557549999999998,0.026691549999999998,0.004541966309999998,0.1886449146935676,-0.04332080197274053,-1.468868788197622,-0.2614035,0.26029250000000004,-0.0001473664956,0.00018857264879743719,-0.05805066165317493,0.08740287280069525,-0.00046481299999999996,0.0001699
22,-0.0014659348948499998,0.019979115460736985,0.038791251047982304,-1.4368985818327842,-0.029205349999999998,0.0273162,-0.005296852271999999,0.1936501021527391,0.04020529844701952,-1.468932413870735,-0.26824299999999995,0.267538,-0.0001887980855,8.688145771791623e-05,0.07293045011974521,-0.05197805566206126,-0.00033384,-3.5329e-05
23,-0.0008957689634999995,0.01975859754182235,-0.003388895657602996,-1.4732346274448398,-0.02846015,0.0266612,-7.024314099999884e-05,0.19105576595141674,-0.006230813134627496,-1.5058233039173934,-0.26142099999999996,0.25986149999999997,-0.0001224463283,0.0002366431816135871,-0.5418703005016439,5.03840938689096,-0.00049056,0.0002296
24,-0.00036739661193500004,0.02013887128470131,-0.039372323846734794,-1.434258288618134,-0.0294782,0.0277882,0.005352351575,0.19458872210860936,-0.03919095579537507,-1.4646106187537251,-0.2704605,0.27073250000000004,-0.0001831412702,8.655253331271416e-05,0.03853405367804283,0.01821823576513637,-0.00032265,-3.9061e-05
25,-0.0005567870765000001,0.02037675832336165,-0.03487729651928939,-1.4517099214615419,-0.029639,0.02783335,0.0034709316399999944,0.19686190389164449,-0.035947191737089296,-1.4798994703119928,-0.2719605,0.2718105,-0.00018079244650000002,8.664461128296997e-05,-0.005465335198084542,0.13527191007389527,-0.00032265,-3.5329e-05
26,-0.0004345936257000001,0.021010703045460634,-0.0409312560546051,-1.449312321378229,-0.0305564,0.0287851,0.004434390361799999,0.20208780188531011,-0.04173690309402806,-1.4772849198744378,-0.27978549999999996,0.278644,-0.0001866283217,8.53223223874245e-05,0.05326895818769673,-0.19557224136221318,-0.00032638,-4.2792e-05
27,-0.0006798040697499998,0.020327440490241648,-0.026767090094714154,-1.4638599546181563,-0.0294829,0.02766895,0.0020877835850000004,0.19664584147565084,-0.024911351526610764,-1.4954569891711222,-0.270333,0.2699315,-0.0002210299271,8.59731169847979e-05,0.014793385927152515,0.02881634598368299,-0.00035996,-7.6375e-05
28,-0.0015936818484999996,0.020808768426663155,0.03774225863251308,-1.4382510900034589,-0.03051935,0.02852235,-0.007002091855,0.20067400628856633,0.039002029456069905,-1.4683274816908194,-0.27946099999999996,0.277322,-0.00018020666489999997,8.505444266280362e-05,0.008469491286828243,-0.2194220677494907,-0.00031892,-4.2792e-05
29,-0.0005616869300000003,0.02032146126894326,-0.0343243744806579,-1.453679377936708,-0.029564,0.02773365,0.0035647424655000062,0.19625365767763547,-0.03550228763955,-1.4818220484153617,-0.27096349999999997,0.27079299999999995,-0.00017756842839999998,8.74081227567775e-05,0.017075449215005117,0.16314125618042175,-0.00031892,-3.1598e-05
30,-0.00114654798265,0.020219270999260873,0.02605944300764185,-1.4683381284738526,-0.0290599,0.027253899999999998,-0.0025217172399999983,0.19439871594622954,0.023165146106354593,-1.501508466866399,-0.266282,0.26451050000000004,-7.897553480000002e-05,0.0001873409631901582,0.0022624103425360723,-0.08319060791468669,-0.00039354,0.00023724649999999983
31,-0.0005242288509999999,0.020256446471905692,-0.035091038594933524,-1.4523508796004456,-0.02946735,0.0276944,0.0035696818785000035,0.19598668473348582,-0.0343884233722785,-1.4839426093901045,-0.270232,0.270267,-0.00020096238069999999,8.754488624764043e-05,-0.06660027028608012,0.13252773740101853,-0.00034504,-5.7718e-05
32,-0.0015356780085000001,0.0200670799514601,0.03611239823641747,-1.4327057000261212,-0.029579750000000002,0.0276422,-0.006144202606000001,0.19400876752413573,0.03760992891455254,-1.4639135571145803,-0.2710375,0.269661,-0.0001865760652,8.454096422431161e-05,0.06236954982894321,-0.06493471470679957,-0.00032638,-4.2792e-05
33,-0.0013881095255849996,0.020402531503443948,0.041640820154857365,-1.4454291755485715,-0.0297064,0.027860299999999998,-0.005390393900000002,0.19554433750149847,0.04148896712968041,-1.4757686814924582,-0.270774,0.2697815,-7.2283347e-05,0.00018236121978944543,-0.07274486031280251,-0.12699925820657354,-0.00038235,0.00021841
34,-0.001512427148435,0.020177102821051864,0.03771158418202942,-1.4334924977095516,-0.02968475,0.02777335,-0.006055579077499999,0.19516934136505962,0.03897892119072294,-1.4649067094858679,-0.27233050000000003,0.270766,-0.0001640588183,8.475681884806642e-05,-0.011648908728569064,-0.1032712785041463,-0.00030399,-2.4135e-05
35,-0.0015343090820000003,0.020801395132080257,0.04125220858868917,-1.4375816934810457,-0.03047,0.028552150000000002,-0.0066221589450000005,0.20015059558886408,0.04048389236195757,-1.467802268706649,-0.2786155,0.27653,-0.0001580793783,8.545304639769417e-05,0.01870501871646307,0.006252712994073928,-0.00029653,-1.6672e-05
36,-0.0007682272506499999,0.020431898212545,-0.015429344828531892,-1.472174914849966,-0.0295152,0.0277443,0.0009558177149999984,0.19758752954520095,-0.013186397179676719,-1.5027067849170401,-0.27096149999999997,0.27081099999999997,-0.00020133005340000002,8.649861362033769e-05,0.054444982817269366,-0.09417168795588182,-0.0003377565,-5.7718e-05
37,-0.0005608700666999999,0.01984367488016263,-0.030242476219375175,-1.4535618433344346,-0.0287292,0.02701735,0.0031690680519999947,0.19121332230161953,-0.031895839344682396,-1.4836786309934509,-0.2633635,0.263679,-5.43632932e-05,0.00018772259469169213,-0.0028428905990439813,-0.019448319179026452,-0.00037116,0.00025963649999999984
38,-0.0015497764239999997,0.019491348511947296,0.03471667352028463,-1.427001073391591,-0.028643,0.02669595,-0.006636579676499997,0.18820571084252147,0.03578181409275842,-1.4632773950652642,-0.2625525,0.26040250000000004,-0.0001251441289,0.00018540125821032164,-0.03570653781746104,0.08238404375438968,-0.00044578,0.0001812764999999998
39,-0.0014992845189999997,0.0196515832161048,0.040149434808568966,-1.429303865550839,-0.0288915,0.02699135,-0.005738005599999999,0.18997757936475343,0.04113206315069291,-1.4641493587403023,-0.2645445,0.263513,-0.00014163507339999998,0.00019283047267215257,-0.0637851792681306,-0.05184171197538401,-0.000475817,0.00017008649999999983
40,-0.0015705140585000003,0.02084703898423053,0.039766154034315694,-1.4388685452801373,-0.030507199999999998,0.028533,-0.006926204745,0.20084801390712595,0.03961932385787337,-1.4685928368941221,-0.279651,0.27744050000000003,-0.0001732102071,8.526557556156395e-05,0.008684476023117109,-0.06880345988997494,-0.000315367,-3.5329e-05
41,-0.00030043024499999986,0.019430378726514527,-0.036549749325079345,-1.43060133920663,-0.02833275,0.026744499999999997,0.005340343921,0.18805676041504402,-0.0383695193161119,-1.4658930527286267,-0.2604105,0.2618155,-0.00014970423849999998,0.00019828994902226112,-0.0716013556356426,0.10418419287364067,-0.00048683,0.00018855
42,-0.0009735331250000001,0.01990036891137547,0.006040081564930532,-1.4703547581475078,-0.0287594,0.02694655,-0.0007936430494999929,0.191957955524654,0.003084830364029108,-1.503628233361724,-0.26341699999999996,0.262344,-0.0001302991235,0.00018538539760750073,-0.07051308911809073,-0.02911080681995859,-0.00044951,0.00018109
43,-0.0007826405710000001,0.021226178902999257,-0.01343983210542672,-1.4789671302341205,-0.0306224,0.02878435,0.000958358760000003,0.2043365689807892,-0.016814611189215355,-1.5061201039795855,-0.280132,0.2789005,-0.000191669433,8.582859463131984e-05,0.04981814005101999,-0.07101755040355018,-0.00033011,-5.0255e-05
44,-0.0004176571509999999,0.019705040777464034,-0.04307850975224763,-1.4330000271058954,-0.02884575,0.026976,0.004748287671749998,0.1899426616832862,-0.043123171759438014,-1.4656006521226839,-0.2641815,0.26326099999999997,-0.00014551945069999999,0.00018432765328568407,-0.10734115364027746,-0.05874612821269665,-0.00045325,0.00016243
45,-0.000855377237435,0.020355247985497853,-0.008964488536351638,-1.4753291839083487,-0.029399,0.02757875,0.00010719547499999571,0.19692083767444926,-0.006211195440017656,-1.5052681623237367,-0.2699605,0.26931,-0.0001957552285,9.06450561201289e-05,-0.021243520545523635,0.0962418300521164,-0.00034504,-5.0255e-05
46,-0.0010035217421500004,0.01992830634335985,0.015350985414942446,-1.4697927795605419,-0.0286181,0.026923549999999997,-0.0013180133100000031,0.19261405601567216,0.012787020960082133,-1.50111228309779,-0.26304099999999997,0.262832,-4.826250969999999e-05,0.00018618196834062041,-0.06539067972831708,-0.10419434382118187,-0.00036742,0.00025572
47,-0.0014380092202499997,0.020846922252057594,0.04222149732388875,-1.445707215539308,-0.030343349999999998,0.028529199999999998,-0.005989944604999999,0.20070308188330635,0.042108511517410525,-1.4741142780651486,-0.277854,0.276443,-0.0001845331465,8.705117478776356e-05,-0.007085089060859722,-0.04637100306151076,-0.00033011,-4.2792e-05
48,-0.00031890037775,0.01948295173769935,-0.040344921541134074,-1.4244028081462743,-0.02854675,0.0268482,0.005492815348499999,0.18795231021205033,-0.04087395431721029,-1.4607790178244473,-0.26170299999999996,0.26164499999999996,-0.0001460437152,0.0001821789915190764,-0.0780441339776199,0.139689270209169,-0.0004571665,0.00015124
49,-0.0008852463845000003,0.019996867712684312,-0.0029208777468811486,-1.4736664179451209,-0.028894,0.0270804,-0.00041523513499999785,0.1931673051994367,-0.0004768437671015767,-1.5063599248189516,-0.264762,0.264042,-0.0001355920477,0.0001883227504059043,-0.030857264264724307,0.16049818430979634,-0.00044951,0.00018109
50,-0.0013454911154999994,0.021023974069454603,0.039740785739189995,-1.4531640268696422,-0.03052275,0.028713899999999997,-0.005135573019500002,0.20229559555055843,0.04044848969317249,-1.4804604891975206,-0.279263,0.27830499999999997,-0.0001798016214,8.648425215489753e-05,-0.08555029309513708,0.03652399190752442,-0.00032265,-3.9061e-05
51,-0.0012211622249999998,0.01974916765617942,0.03580906241018416,-1.4534901453894584,-0.02864735,0.02688615,-0.0037519677006550064,0.19031440776276426,0.03735130249029974,-1.483216558294994,-0.2620415,0.2622705,-8.528161710000002e-05,0.00018475796415213855,0.006746764824321836,-0.1762578361371201,-0.0003937265,0.00022214
52,-0.0014400997415,0.019726012944266416,0.03681703852558308,-1.435883308306357,-0.02893935,0.02693855,-0.0052825688700000005,0.1907162004815505,0.03831293684451203,-1.4709576208524513,-0.2650415,0.26313099999999995,-0.0001375847084,0.0001863161957647309,-0.17167082694786265,-0.05336301357957618,-0.00046089650000000003,0.0001587
53,-0.0014607029234000005,0.019389615551293093,0.03784173318003731,-1.43044646868386,-0.0283552,0.026422750000000002,-0.005519801285000001,0.18765691086269212,0.03901062290836984,-1.4660998730539336,-0.2603725,0.259011,-0.0001527006571,0.0001875358483258374,0.026616970845149544,0.0026669995003021363,-0.00047563,0.00016617
54,-0.0005178946051849996,0.021104341375251863,-0.037242068634308456,-1.458403182093959,-0.030552,0.0287291,0.003608026330000002,0.20301570847995856,-0.03874162224997958,-1.4853900880232807,-0.280092,0.2787505,-0.0001712008552,8.565105826954796e-05,-0.06695031090736711,0.20779811438943963,-0.00031145,-2.7867e-05
55,-0.00037842003850000014,0.020123307371361476,-0.041068536733731814,-1.4351452793220298,-0.029448199999999997,0.027623750000000002,0.005057473649999997,0.1944301518225015,-0.04057575604805112,-1.4656965468970968,-0.26996749999999997,0.2699225,-0.0001766954073,8.594335497178446e-05,0.03736569765416204,-0.09941100350572984,-0.00031892,-3.8874400000000164e-05
56,-0.0015334512133500006,0.020855552304572134,0.040633125577382086,-1.4385156444690543,-0.03051535,0.02858235,-0.006745487175654997,0.2008454844083415,0.04003357053521783,-1.4683916738007292,-0.279365,0.2771495,-0.00014627893589999998,8.65725592108367e-05,0.06851941567943122,-0.13214991754544458,-0.00028533,1.9846e-06
57,-0.0006030150219349998,0.019958501244721646,-0.024173404101875295,-1.4618683781203898,-0.0287683,0.027163,0.002378707721499996,0.1927885348413984,-0.023517239167734492,-1.4951298878320873,-0.26402349999999997,0.26484,-6.645859779999999e-05,0.00018921486873827389,-0.02939348514009432,0.09370341902710422,-0.0003862665,0.00024826
58,-0.0007137681659999993,0.019961041331526874,-0.019861194145208826,-1.461113481894963,-0.0289614,0.0271402,0.0020316111,0.19228509159887178,-0.022418308043597353,-1.4935260820256524,-0.2644215,0.26449,-0.0001080692481,0.00018561238119668195,-0.07765309989996648,-0.06469252770464262,-0.00043086,0.00019975
59,-0.00028987085999999994,0.02006012639306458,-0.035268388567723165,-1.4329522181538827,-0.02940375,0.02768755,0.0055643938305,0.19425245324671722,-0.036662202893804084,-1.4639288776417398,-0.2705125,0.270621,-0.0001776972436,8.470047290402045e-05,-0.06517985125589959,-0.05827069939008789,-0.00031892,-3.9061e-05
60,-0.0006032663483500004,0.02027216444329668,-0.02992256004857038,-1.461031172286545,-0.029295,0.027526,0.0028713276750000007,0.1961013139339841,-0.03207208696021284,-1.4881792238309803,-0.2694625,0.2691405,-0.00017691539679999999,8.652408386302532e-05,-0.023192988279097534,0.04850678509200712,-0.00031892,-3.1598e-05
61,-0.0012327418929999998,0.020330899889478376,0.03180257622184621,-1.459692195154152,-0.029534,0.0277132,-0.003330711215000001,0.19635217912063618,0.03344067635426144,-1.4873665583893962,-0.2704825,0.2704225,-0.0002236773473,8.540392493596976e-05,0.0976452996578193,-0.11271804588030099,-0.00035996,-8.0106e-05
62,-0.0014154631160000002,0.01960587747124014,0.039659148397994705,-1.4366640257694165,-0.028647199999999998,0.026815,-0.004945565809999998,0.18938954381187692,0.040485251328290346,-1.4715782236500186,-0.26251050000000004,0.2618355,-0.00013664065619999998,0.00018548910205556986,-0.12050222878626028,0.054199231246153,-0.00045698,0.00015888649999999983
63,-0.0002654568895,0.019623725069723808,-0.03827349961212407,-1.429842845634355,-0.02866235,0.02706215,0.005551432269999999,0.18945919860352742,-0.03945911166904201,-1.4630303739680495,-0.26285349999999996,0.26368250000000004,-7.0188189e-05,0.00018921834656608475,-0.08301891742342123,-0.02180568299510277,-0.00037489,0.00023706
64,-0.0014935296405,0.020168184514747924,0.043301739987283275,-1.4338995811669197,-0.0295792,0.027751,-0.005702440400000001,0.1947539436041508,0.042586435314030495,-1.4641849459523049,-0.2710935,0.270812,-0.0001708128851,8.663842765104375e-05,-0.010043197274491452,-0.0030182891646135523,-0.00031518,-2.7867e-05
65,-0.00025267490693500007,0.019529453271740913,-0.04033983039462153,-1.427130067879024,-0.0285684,0.026800150000000002,0.005723300829,0.18890649898096673,-0.04081799961021365,-1.4606343008171399,-0.2630325,0.26236349999999997,-5.9242011200000006e-05,0.00018573028407831507,0.014895326309924248,0.0007734817164397612,-0.00036742,0.00026691
66,-0.0007110939439350001,0.019743384179268356,-0.025886884863990742,-1.4581539107130115,-0.02861735,0.026732199999999998,0.0021020965424999993,0.1906107486299341,-0.028730034935379244,-1.4897432333607494,-0.26245050000000003,0.26130849999999994,-0.00013037735480000002,0.0001869039938387931,-0.05420069932862805,0.06654577092716174,-0.00046071,0.00018873699999999983
67,-0.0008903976555499998,0.020417553349658897,-0.0026334220056764305,-1.4759088381742975,-0.02948575,0.027679,-0.00014214548500000212,0.19745446472051756,7.542165005562573e-06,-1.5055745872727442,-0.2704865,0.2704215,-0.00020163964150000002,8.610577123293018e-05,0.015276269845006015,-0.062200532844491896,-0.00034504,-6.1449e-05
68,-0.0011868066395000001,0.019913998177610637,0.03153552387289272,-1.4584797704368526,-0.0288154,0.027045999999999997,-0.002808365029999995,0.19224174641270206,0.02980756389716495,-1.4937108406550748,-0.26409499999999997,0.264061,-0.0001316740748,0.000188889618882615,-0.012060501404432095,0.06514058515376453,-0.00045698,0.0001812764999999998
69,-0.0015753899954999997,0.019889516945680256,0.03734628746260948,-1.4318154617819645,-0.02928,0.02731315,-0.0064312864630000025,0.19247715857689277,0.03848809134989786,-1.463282048266712,-0.268702,0.267482,-0.00017440601980000002,8.885984738092638e-05,-0.019916075827042076,-0.12071500732609763,-0.00032265,-2.7867e-05
70,-0.0013792713064349998,0.01983270796554312,0.040076994634464444,-1.4429449406882286,-0.028779100000000002,0.026920499999999997,-0.005246419746500002,0.19083428931072477,0.04089237544543306,-1.478042780755273,-0.263381,0.26163499999999995,-6.557241729999999e-05,0.0001886362287265635,-0.060683248927836844,-0.09926923208538208,-0.00039354,0.00024826
71,-0.0010051690450000002,0.020440619948286776,0.005880875766695796,-1.4771356918303613,-0.02933635,0.0274174,-0.0010870629050000087,0.19732493610235532,0.002064234390643809,-1.507372990503511,-0.2692605,0.26705450000000003,-0.0001843035707,8.585302326949761e-05,0.07614713299060684,-0.09921098525992411,-0.00032265,-4.2792e-05
72,-0.001496698297,0.019561523630336714,0.039313899688655236,-1.4270024998298652,-0.028696,0.0268032,-0.00622502229,0.18880439122772147,0.039385870278254693,-1.462101994676464,-0.263071,0.261402,-0.0001245694687,0.00018601341063187275,-0.04701347341046953,0.026040815260034655,-0.00044205,0.00018500649999999983
73,-0.0007859828835000008,0.021060641304134466,-0.014664485324202982,-1.4797102981930559,-0.0303029,0.0284692,0.0003270288999999984,0.20307942903925427,-0.0108529460929168,-1.5094028919944575,-0.2773575,0.276202,-0.00017596593660000002,8.462157709447324e-05,0.016084760814363375,-0.03763272227243153,-0.00031518,-3.5329e-05
74,-0.0014610873259999998,0.020670295747925112,0.03998267256359574,-1.446579035957304,-0.03009995,0.0282,-0.005648482435,0.19955220609482746,0.040744650448119514,-1.4772875104510348,-0.275713,0.2741245,-0.0001749341147,8.514585217978134e-05,-0.10162877592368796,-0.21757017303825688,-0.00031892,-3.9061e-05
75,-0.0015833483025000001,0.020785810533772375,0.03683277409015836,-1.4382900788269235,-0.0305564,0.02846635,-0.006952192044999999,0.20045588234559863,0.038221816658039524,-1.4683682020379636,-0.27917349999999996,0.27719099999999997,-0.0001796879208,8.400565851991597e-05,0.052228146117552346,0.03264292120895451,-0.00031892,-4.260545000000017e-05
76,-0.00022426945,0.02086210068282328,-0.039334006226345954,-1.436492536178483,-0.0305376,0.028844150000000002,0.006117163906,0.20095746391372074,-0.039847498083070775,-1.4669632278991216,-0.27951699999999996,0.2792575,-0.0001602230757,8.521055929980758e-05,-0.03169532831428807,-0.2209067279255743,-0.00030399,-2.0404e-05
77,-0.0006691493221500002,0.021164426276534046,-0.02574194236508209,-1.4738676803159196,-0.0305262,0.028664,0.001434202424999996,0.20408383831819088,-0.022896192689623257,-1.5040082841822713,-0.279431,0.2778035,-0.00013633835570000003,8.699528994472805e-05,0.06082500258424618,0.04810530262844859,-0.00027787,9.4474e-06
78,-0.0011345589794999997,0.02112096703747174,0.02425045449778874,-1.4737830331673005,-0.0304212,0.0286412,-0.002456002439999998,0.20358578502576186,0.02132475857003879,-1.504083458227987,-0.27864,0.277464,-0.00018329249419999998,8.678242380643114e-05,0.019664003762463196,0.11786055627245906,-0.00032638,-3.9061e-05
79,-0.0003125105426,0.020102559338280764,-0.03649635449609674,-1.433950886811703,-0.0293996,0.027795,0.005552843560000001,0.1944993059711953,-0.038231477004636104,-1.465344695113957,-0.2700905,0.27114,-0.00020285984169999999,8.476073332910214e-05,-0.051291245030305146,0.04468605238205159,-0.0003413,-5.7718e-05
80,-0.0015144865505,0.020037172692942726,0.04124344415982903,-1.433103856959738,-0.0293996,0.027567400000000002,-0.0060050989499999975,0.1936126679338355,0.040942300648620714,-1.4639314395151175,-0.2698625,0.26888,-0.0001940407159,8.481896758350949e-05,0.01755755792042886,0.049789135644424665,-0.00033384,-5.379945000000017e-05
81,-0.0008712128444999996,0.021274694672544742,-0.00514582448109915,-1.4813741951777766,-0.030676549999999997,0.02880295,0.00014685892499999477,0.20482768319511063,-0.00911262345223597,-1.5088808708660892,-0.28050200000000003,0.279212,-0.0001777046048,8.710848820989494e-05,-0.005185346009955961,-0.06459692284391583,-0.00032265,-3.514245000000017e-05
82,-0.0009098282335000006,0.020281294175287293,0.0021086091722503216,-1.4760151564966006,-0.02922375,0.027481549999999997,7.540930499999554e-05,0.19618399004973983,-0.0012969451970619536,-1.5058097080757713,-0.26768200000000003,0.2684055,-0.00020011349,8.535389666891385e-05,0.05094173835276837,-0.11009594887048069,-0.00033757,-5.7718e-05
83,-0.0014985274195,0.019532081854486058,0.041889560740990595,-1.428432918695205,-0.028654199999999998,0.026699,-0.0058394571795,0.18835670654075107,0.04136117919144454,-1.4627688455187957,-0.26179050000000004,0.2607385,-0.00015891521269999998,0.00018541459516371002,-0.030753016793054665,0.003023302746338441,-0.00047937,0.00015124
84,-0.0010154725247499999,0.020253849378435922,0.013455966742672347,-1.4767787332430373,-0.0289462,0.02723075,-0.0020465202599999925,0.19450286286959653,0.01648913873770647,-1.5063171748910715,-0.265136,0.263721,-8.006692149999999e-05,0.0001858846499834125,-0.02285886554043479,0.12975784353962094,-0.00039727,0.00022587
